e,edot,e_next,edot_next,dt
-2.482739493,-0.0071845697,-2.482593328,-0.0071144514,0.007999999999995566
-2.482593328,-0.0071144514,-2.482451543,-0.0070391204,0.007999999999995566
-2.482451543,-0.0070391204,-2.482313827,-0.006929622,0.007999999999995566
-2.482313827,-0.006929622,-2.482154593,-0.0068837106,0.007999999999995566
-2.482154593,-0.0068837106,-2.482000157,-0.0067901546,0.007999999999995566
-2.482000157,-0.0067901546,-2.481850296,-0.0067599723,0.007999999999995566
-2.481850296,-0.0067599723,-2.481705159,-0.0066883024,0.007999999999995566
-2.481705159,-0.0066883024,-2.481546491,-0.0065876134,0.007999999999995566
-2.481546491,-0.0065876134,-2.481392398,-0.006512947,0.007999999999995566
-2.481392398,-0.006512947,-2.48124279,-0.006440979,0.007999999999995566
-2.48124279,-0.006440979,-2.481097832,-0.0063928696,0.007999999999995566
-2.481097832,-0.0063928696,-2.480936721,-0.006353426,0.007999999999995566
-2.480936721,-0.006353426,-2.480780661,-0.0062978207,0.007999999999995566
-2.480780661,-0.0062978207,-2.48062937,-0.0062762606,0.007999999999995566
-2.48062937,-0.0062762606,-2.480483085,-0.006240386,0.007999999999995566
-2.480483085,-0.006240386,-2.480320498,-0.0061497455,0.007999999999995566
-2.480320498,-0.0061497455,-2.48016262,-0.006067099,0.007999999999995566
